Metric,Mean,Std,Variance,Min,Max
Throughput_TPS,120183.79651291271,469.83518343195203,220745.09959053603,99690.60360454571,120195.2427904066
Finality_Latency_ms,52.99541722387167,0.1439542980318272,0.020722839921836125,52.59522833245504,58.22030148283623
Decentralization_Entropy,0.9999999999947509,2.3709938511882893e-10,5.621611842372676e-20,0.9999999882279011,1.0
Gini_Index,8.254941493021528e-08,3.7283680222503546e-06,1.3900728109339021e-11,0.0,0.00017593904291324236
Lyapunov_Energy,0.0022314550025149143,0.0017433202090817812,3.0391653513929456e-06,0.0021907655958165375,0.0803902507415633
