Metric,Mean,Std,Variance,Min,Max
Throughput_TPS,117472.702899126,1026.0158030665607,1052708.4281423197,97479.7704922816,117528.66247243962
Finality_Latency_ms,53.00679679264815,0.26831246463329833,0.07199157867759498,52.67385016784842,58.31800559952185
Decentralization_Entropy,0.9999999999744846,5.149088502454719e-10,2.651311240611138e-19,0.9999999885627099,1.0
Gini_Index,4.0830331516139575e-07,8.239041539618135e-06,6.788180549155317e-11,0.0,0.00017416818941407006
Lyapunov_Energy,0.0023932558020442036,0.0038928821166789094,1.5154531174358466e-05,0.002189862635224013,0.0803681387968233
