Epoch,Governance_Pressure_Gp,Decentralization_Entropy_DE,Top_f_Coalition_Share,Gini_Coefficient,Lyapunov_Energy_V,TPS,Latency_ms
172,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.964
173,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.976
174,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.051
175,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.987
176,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.887
177,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.867
178,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.98
179,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.923
180,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.058
181,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.034
182,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.09
183,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.932
184,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.965
185,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.999
186,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.877
187,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.921
188,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.151
189,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.996
190,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.951
191,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.009
192,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.95
193,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.029
194,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.041
195,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.995
196,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.057
197,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.954
198,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.124
199,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.956
200,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.986
201,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.066
202,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.907
203,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.989
204,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.987
205,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.092
206,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.119
207,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.937
208,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.102
209,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.993
210,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.05
211,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.929
212,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.011
213,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.02
214,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.019
215,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.056
216,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.142
217,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.767
218,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.959
219,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.98
220,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.178
221,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.904
222,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.099
223,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.017
224,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.138
225,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.012
226,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.15
227,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.005
228,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.825
229,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.945
230,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.129
231,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.991
232,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.119
233,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.99
234,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.929
235,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.017
236,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.863
237,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.883
238,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.06
239,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.028
240,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.922
241,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.963
242,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.048
243,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.892
244,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.121
245,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.104
246,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.881
247,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.038
248,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.966
249,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.027
250,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.899
251,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.145
252,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.987
253,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.941
254,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.929
255,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.997
256,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.907
257,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.047
258,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.154
259,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.942
260,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.039
261,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.949
262,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.925
263,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.96
264,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.949
265,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.852
266,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.028
267,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.061
268,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.967
269,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.818
270,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.888
271,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.878
272,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.948
273,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.979
274,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.049
275,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.818
276,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.982
277,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.942
278,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.004
279,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.938
280,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.106
281,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.085
282,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.002
283,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.949
284,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.859
285,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.027
286,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.13
287,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.962
288,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.91
289,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.082
290,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.91
291,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.105
292,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.947
293,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.043
294,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.799
295,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.999
296,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.061
297,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.01
298,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.918
299,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.82
300,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.939
301,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.914
302,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.865
303,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.173
304,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.028
305,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.032
306,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.928
307,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.966
308,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.959
309,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.068
310,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.891
311,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.978
312,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.947
313,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.096
314,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.173
315,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.147
316,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.894
317,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.863
318,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.993
319,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.157
320,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.947
321,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.963
322,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.973
323,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.921
324,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.0
325,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.985
326,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.907
327,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.933
328,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.07
329,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.016
330,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.942
331,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.993
332,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.987
333,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.0
334,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.05
335,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.879
336,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.969
337,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.0
338,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.026
339,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.04
340,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.956
341,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.983
342,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.089
343,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.912
344,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.863
345,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.027
346,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.11
347,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.084
348,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.963
349,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.026
350,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.944
351,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.983
352,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.922
353,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.945
354,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.987
355,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.869
356,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.961
357,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.809
358,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.966
359,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.093
360,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.001
361,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.885
362,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.109
363,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.981
364,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.153
365,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.959
366,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.921
367,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.074
368,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.924
369,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.111
370,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.917
371,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.057
372,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.894
373,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.114
374,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.995
375,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.945
376,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.899
377,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.909
378,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.859
379,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.946
380,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.824
381,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.995
382,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.155
383,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.129
384,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.96
385,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.907
386,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.911
387,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.986
388,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.075
389,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.857
390,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.969
391,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.839
392,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.926
393,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,52.86
394,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.138
395,0.066179,1.0,0.328125,0.0,0.00218986,117528.66,53.078
